date,Q1,Q2,Q3,Q4,Q5
2012-10-31,1.502839369401965,1.6811886583611626,2.1898664004835093,1.9367807243619979,1.5488486955271916
2012-11-30,1.5431883400630866,1.6510110821518058,2.210066984787479,1.9475448326305633,1.5687674556701725
2012-12-31,1.5744021461801296,1.7866176587310472,2.3725081191489332,2.082838156278106,1.6798712475147721
2013-01-31,1.642991268462819,1.7524445776801731,2.4638527960961705,2.1476518058207668,1.6596418038095055
2013-02-28,1.699347752002159,1.7039779840306306,2.439621334861358,2.088403712560629,1.6126582501052877
2013-03-31,1.730558722675755,1.6692305535427254,2.4786322560886553,2.1016089996753986,1.5973783116427414
2013-04-30,1.7849159074655525,1.5953235546419746,2.499351949366437,2.1116724318764417,1.621269495631548
2013-05-31,1.6824097066181085,1.4679516335285963,2.305160524467509,1.9905816914001948,1.5877117788150716
2013-06-30,1.5565025122787695,1.4333922058835502,2.13282343850333,1.8303954536047977,1.5376601811580681
2013-07-31,1.5189628447772654,1.448190212681523,2.112629393380929,1.7638685713488615,1.5918090381722367
2013-08-31,1.2930563716130783,1.4676663093946458,1.962881877355845,1.6832168960911769,1.5506587151305828
2013-09-30,1.36828526999171,1.5056928299316452,2.148308917266406,1.8248951016623023,1.6542448227795028
2013-10-31,1.482674027993956,1.5664352672355737,2.2370411942085324,1.8636484007323393,1.737992899864749
2013-11-30,1.3996456981080145,1.463504864640552,2.161180901627125,1.8522682805024886,1.722368349159163
2013-12-31,1.3893118025861286,1.5059472186216303,2.112188098067139,1.7432864683022469,1.733893958252604
2014-01-31,1.361233498737676,1.364948745275141,1.9394049524777774,1.532823135209769,1.592175844768459
2014-02-28,1.47186220761877,1.4289423369145158,1.9771165974033118,1.6021560420812462,1.6523007851958271
2014-03-31,1.554380445394961,1.5175786080120957,2.1183671740186756,1.695395147242035,1.6555818511282787
2014-04-30,1.582267517461107,1.5702136871992585,2.1821674384103713,1.7394942546557428,1.6612593479245894
2014-05-31,1.6205232265149276,1.5879866853165443,2.1748891054007142,1.8214700284495033,1.7114839915649702
2014-06-30,1.6471995075411814,1.6393720612540648,2.279637528863744,1.8177201293709133,1.7252514454374912
2014-07-31,1.6722975766829409,1.65341953542756,2.3045753617461155,1.8535808184022868,1.675905522500442
2014-08-31,1.74094433630378,1.6774605294638192,2.4799297010378005,1.8388082077089456,1.6828361650672659
2014-09-30,1.6938771947571414,1.5324843928333038,2.290385835799121,1.7243970984294101,1.6277437594679858
2014-10-31,1.7344223479035976,1.5294778875300372,2.2771189590500502,1.8048041468355909,1.6042134029503405
2014-11-30,1.7401122295565234,1.4488697127849581,2.219399898866548,1.838349256454225,1.5365063464341013
2014-12-31,1.7008059218784417,1.3660113309250623,2.0264315466986993,1.7888133541686622,1.395245020754263
2015-01-31,1.7633881035286534,1.3200647198903883,1.9702518855546425,1.7540137741490387,1.3609352402446706
2015-02-28,1.8231456722610102,1.309893968164412,2.0515177868823558,1.79245282706664,1.4573160679437385
2015-03-31,1.7978360441591104,1.2443297425331064,1.9291979807028845,1.7554805802651807,1.4307561841609022
2015-04-30,1.696252600391472,1.2531026325984322,2.0970121121785685,1.8776446804799394,1.555073748574418
2015-05-31,1.6958462764342654,1.2217660570028377,1.9570782220714564,1.8338205196211312,1.473279891037077
2015-06-30,1.6930481840350686,1.1899870739329461,1.952506146286427,1.7547740168834098,1.4224423790468557
2015-07-31,1.292666499552014,1.1297127940531992,1.8101357102738989,1.69189016692236,1.3370397375788738
2015-08-31,2.3955824021376375,1.004628912446173,1.6387702773377135,1.5278233312208904,1.2435772559320704
2015-09-30,2.326943799288343,0.930146151585527,1.5469595333934065,1.461095020803414,1.1963246589606216
2015-10-31,2.3870605144645527,1.0036796935541261,1.626980131712708,1.5578716317434118,1.2614440263577695
2015-11-30,2.285236193518082,0.9667567334632983,1.5462510648802685,1.5118993129251381,1.2115432345783457
2015-12-31,2.26498508249998,0.9208627418691125,1.4739971686303739,1.4784862742854155,1.171001962131832
2016-01-31,2.1479580441659105,0.9175777806018431,1.4624476551112673,1.5242572594690469,1.0874321542698115
2016-02-29,2.1140804106280644,0.9617746764560701,1.5150343657894767,1.5193973152876978,1.099585291195348
2016-03-31,2.329295741096724,1.0976094145946127,1.7411971669280597,1.7318100350255083,1.241670773003371
2016-04-30,2.3330829172336194,1.1777463491673292,1.8203128873125662,1.7556437785804666,1.2465941541648746
2016-05-31,2.429913831604866,1.100330135047038,1.667592161645299,1.5873347399413233,1.1920427842395922
2016-06-30,2.533910073571153,1.1940489918970894,1.8087879230205413,1.6653081927043685,1.2137657552030428
2016-07-31,2.6218197446005775,1.2998308405629848,1.8670022389971987,1.659640300709919,1.2483690980034177
2016-08-31,2.5851923816587847,1.2231997579895686,1.911277888767841,1.6316041559910106,1.2673821063590809
2016-09-30,2.57189914858201,1.2809304249185973,1.894335692071043,1.6308847296113655,1.3024924723335984
2016-10-31,2.488482047176019,1.267240039047139,1.9493689680678785,1.6603795739213174,1.28108794253891
2016-11-30,2.3826777339226672,1.177884557982428,1.8017306273788969,1.498090004833489,1.2762150940746282
2016-12-31,2.4993322413352668,1.216471528582715,1.8421926237292165,1.5093451224734085,1.3087875523721355
2017-01-31,2.600108185854886,1.2682295524121032,1.9403626141485808,1.5670719374743218,1.403382427246506
2017-02-28,2.6093624094090133,1.2609651137144195,1.9467885537652898,1.6148015437997694,1.4193270957420496
2017-03-31,2.66046284831709,1.2828416024847227,2.032289619798116,1.6866681097331944,1.4544267248069054
2017-04-30,2.763519377560934,1.308252045459021,2.0252633706322407,1.7633317329391083,1.5065192204485263
2017-05-31,2.8030511751134126,1.332777320558278,2.0328086142196646,1.7879508246223315,1.5185943713234389
2017-06-30,2.709080437912221,1.333491465745756,2.0426711555520494,1.8025020642102112,1.526230788973627
2017-07-31,2.75927447061856,1.376864839033611,2.142542553141901,1.8975886030565392,1.6201076959834595
2017-08-31,2.6419063823843967,1.4195192983795675,2.220753855964133,1.9672604978628008,1.686961993339077
2017-09-30,2.6431855957718766,1.4047033631312362,2.2504921062616052,1.920076054202454,1.6948460201148812
2017-10-31,2.647561366792961,1.4508197391028788,2.1571745460971368,1.9488572289412236,1.7278897196308542
2017-11-30,2.629114219645578,1.4746167053263295,2.1519888071437436,1.8209181979997053,1.7418971296210717
2017-12-31,2.687251947904169,1.5671000568796012,2.2253241932034493,2.042889243197921,1.773956959995976
2018-01-31,2.7544386945452892,1.6371978131059863,2.4486358466154186,2.1789901862226344,1.940942791839766
2018-02-28,2.617540765042185,1.5927757557133142,2.3602241095244043,2.12256942338505,1.832513182838264
2018-03-31,2.5977217734407083,1.5505976883730863,2.3821478053742977,2.1023597264786766,1.798954301466277
2018-04-30,2.565384260660558,1.5128546246471328,2.3610886526319734,2.0131569671770966,1.768885151352688
2018-05-31,2.4433421597965186,1.4697177060084419,2.1518602238384266,1.8338037944277896,1.7296190109848537
2018-06-30,2.325533249099053,1.369828202241431,2.0766067064756606,1.7492712856324442,1.6521020697906932
2018-07-31,2.460419206221154,1.4410446761742748,2.2425181124427964,1.772881530966365,1.7145329020211597
2018-08-31,2.3434014799725587,1.3920271181701516,2.141335384104832,1.5360058769252722,1.6441045760934498
2018-09-30,2.2246538337759842,1.3432588445101963,2.1998852375523508,1.647961633493064,1.6730985228535495
2018-10-31,2.056285595492159,1.297802320716602,2.0872153027367686,1.5555714908102503,1.5352723245310498
2018-11-30,2.168272304968358,1.3849929703219648,2.0551177758560026,1.6360889105548497,1.6033746156582815
2018-12-31,2.071838904816924,1.3924514675440678,2.007432633325686,1.5870194966090436,1.5528548770886241
2019-01-31,2.241968394400404,1.5190162636964941,2.2861165814869198,1.7656736878639323,1.7012886238758982
2019-02-28,2.175926031838299,1.4766381151344083,2.2547919586143452,1.7207145403997997,1.6760017539572363
2019-03-31,2.1890534039791296,1.4943390635323868,2.2254908468607173,1.61032743173899,1.6879496224331194
2019-04-30,2.224496953746187,1.4974614799276316,2.2703355736886977,1.57959881299579,1.7464711287927954
2019-05-31,2.1265070969115283,1.4447103185338999,2.172401417678673,1.5148376206406264,1.6349805239655988
2019-06-30,2.0836224608599427,1.5124290450241564,2.3320996487195513,1.6030936080047575,1.7744398021658028
2019-07-31,1.9477666685758357,1.4863121417038556,2.2804996759908733,1.607887503464242,1.7290193356323313
2019-08-31,1.8328054376412093,1.4368188431176385,2.19374964752521,1.5107074435332013,1.6340093265740117
2019-09-30,1.9178452047842454,1.4263358087819353,2.232179491720652,1.5881874955162973,1.6482775851569746
2019-10-31,2.002379054515322,1.4630927766994666,2.314869302239501,1.5129436705315593,1.7336526399288563
2019-11-30,2.1101388600304327,1.415420239104103,2.237926375910519,1.4729268350218943,1.723603563259368
2019-12-31,2.2186593102583188,1.495605808167879,2.4115148621857876,1.567579351641829,1.823644317610221
2020-01-31,2.13103611429636,1.3861201576008588,2.2877830323234614,1.5078172462282151,1.7422599494672408
2020-02-29,1.9197138327536656,1.2652280497559947,2.042836234359509,1.347283695242614,1.615169649620464
2020-03-31,1.392239248674728,0.9314656200388396,1.4041540082118549,1.1270178175405967,1.333196333477081
2020-04-30,1.6013914846528163,1.008633076489041,1.4932086280972552,1.2195513392692583,1.4445359834598719
2020-05-31,1.6390472353985472,1.070065248684797,1.597826508099276,1.2559560353552024,1.5139932169885684
2020-06-30,1.6911871827405984,1.1368089257202871,1.648295708063441,1.332308896890633,1.5697106862103454
2020-07-31,1.8844188332115,1.1661651965842788,1.7215252975677449,1.3751059689882816,1.6480209825319254
2020-08-31,1.9198406089466113,1.2062991709674482,1.7093689381177584,1.2949619445083245,1.7089397511570126
2020-09-30,1.9175040979795346,1.1333617828055729,1.621131027488338,1.2634358748409364,1.6208037490678575
2020-10-31,1.9210343995977057,1.1742144681496736,1.6010322607997383,1.2037151458349467,1.5338194485719234
2020-11-30,2.0747096556871223,1.3411319758221534,1.9424183357320144,1.3943200459482965,1.775033729111328
2020-12-31,2.2537080300384336,1.4274237100658502,2.148077045543086,1.5619194439293995,1.8823036117726124
2021-01-31,2.261748491067507,1.3626176656793902,2.023220525981369,1.5286014262147147,1.9057568597835661
2021-02-28,2.35992785155766,1.4108978975253796,1.9862635382047782,1.5577693277857985,1.9292288033941567
2021-03-31,2.4206261061823224,1.3361297576246243,2.080933793479824,1.5303239965052489,1.9404637689648694
2021-04-30,2.3794329041921047,1.2975111819709275,2.093362267200022,1.5156002356078886,2.001957329478525
2021-05-31,2.546249855552554,1.3361246511717564,2.1771126378119665,1.4606613496739262,2.1143956269049453
2021-06-30,2.4619184453024276,1.2728134872527752,2.215764822436663,1.417225029162285,2.0992694856005296
2021-07-31,2.430577982203943,1.1958462565482442,2.1230416816922664,1.3993706390116116,2.0380698686786562
2021-08-31,2.506792149810083,1.249291812561087,2.2276708951321016,1.4896102983457136,2.0655952401659454
2021-09-30,2.3740759561531934,1.2453639405750596,2.1038475068268006,1.3695302782108643,2.0264002077812817
2021-10-31,2.4146284060245913,1.372664064660539,2.099619563716302,1.3607927434176956,2.126745985400589
2021-11-30,2.3035953003662284,1.3443015029896774,1.991680391186181,1.2802211419477085,1.9348218133399642
2021-12-31,2.3496140943049704,1.3639990787122314,2.1102223657039785,1.2888475769453227,1.9372265527973276
2022-01-31,2.44806913884307,1.4280173550312185,2.2177369022165885,1.381864335140137,1.8680675205203219
2022-02-28,2.427557515244153,1.4892723520460278,2.2908952758358243,1.3657232251367784,1.5208645198433473
2022-03-31,2.4487635405695545,1.5035967932991487,2.542333138074264,1.4023069095441243,1.544607898552502
2022-04-30,2.3266643911550178,1.4057981653083094,2.2954204339178297,1.3074349104769876,1.4666424381162737
2022-05-31,2.206877966681827,1.3955959482309357,2.4399095843704734,1.3899792420851016,1.4683709284611501
2022-06-30,2.0515742347243577,1.226522755702034,2.025890345961483,1.2387288415915014,1.4080810616057158
2022-07-31,1.9548973121450768,1.2801590675706591,2.0392894225068376,1.289566833716448,1.3891519204830907
2022-08-31,1.9979662118582684,1.2881436008429477,1.9974008284941878,1.3138845178278675,1.3925995136273077
2022-09-30,1.7826274357860652,1.242644336096959,1.8941619280940059,1.1821607335788635,1.2667878610532284
2022-10-31,1.894186054331017,1.2939064602360775,2.040147273774184,1.2175403521383472,1.3392524176064124
2022-11-30,2.0907221899665522,1.3711048377858535,2.1133063349499897,1.3341887456070818,1.6443055589457731
2022-12-31,2.0144764952991956,1.315366320673141,2.0378607615409186,1.3661569564508687,1.7028769194845725
2023-01-31,2.0360346029257554,1.3609470345080932,2.251739077633282,1.448267302736357,1.7911229280152798
2023-02-28,1.9343413684228143,1.3005479130398476,2.093701669327222,1.3361667494256242,1.7120194799776354
2023-03-31,1.9322837930954109,1.3400334200942745,2.1377667123532653,1.3696866141724517,1.7039107290933666
2023-04-30,1.9656149046713818,1.3910800085482768,2.1894552432917753,1.340080720512592,1.723367754386576
2023-05-31,1.8173630110016954,1.3481857076479837,2.176267806608878,1.2963771129821897,1.6343727337588947
2023-06-30,1.9241054479754907,1.4032160426961446,2.401535635264369,1.316415508941187,1.6995590314426763
2023-07-31,2.083516562866364,1.4717155998001017,2.5541433342544657,1.4188129769918292,1.909128722796455
2023-08-31,1.8539509056045058,1.4274799478032392,2.336426074435202,1.3463883821023286,1.8348130995563225
2023-09-30,1.8784181792226544,1.3871998123091636,2.314448081512875,1.2615370359065923,1.777067683842296
2023-10-31,1.9217819550220276,1.3165013646862669,2.20803651815931,1.2128233562671897,1.7621194973708803
2023-11-30,2.1067708319311302,1.4020589538416897,2.4878263673904173,1.276645770657582,1.8387717148924556
2023-12-31,2.1772094974127234,1.5148326364171463,2.713813231472744,1.3333391762877806,1.8603055883148145
2024-01-31,2.15914548815355,1.5050240500078806,2.6664220191676966,1.2565475153752563,1.8233011218887962
2024-02-29,2.1411867352907645,1.551706119395778,2.6415390166071195,1.2801722575521888,1.9065306850117791
2024-03-31,2.1844137392457528,1.6189076690070603,2.748782008198765,1.2806867640893955,1.9168675176622942
2024-04-30,2.1369826424186367,1.6077092486923379,2.671939884827741,1.2820516843653087,2.010617907849947
2024-05-31,2.097236743735528,1.6279030099264034,2.6614926665185297,1.3238840391610054,2.1146408112817014
2024-06-30,2.1864512250278936,1.6283658080137735,2.4575579936028054,1.2778108057564022,2.095892470823044
2024-07-31,2.290134982926558,1.6808380997580954,2.4727715258399723,1.325925402463474,2.087704664503841
2024-08-31,2.432365495737871,1.7231155780270158,2.4516756333847454,1.4128152678805914,2.069224983558949
2024-09-30,2.5907375111982383,1.7857340894809786,2.4429961281444204,1.5034428827876467,2.20319101432897
2024-10-31,2.4857430193411707,1.7260043146823,2.348495406962007,1.4052839296172095,2.0772950629199003
2024-11-30,2.360452734346797,1.671083695828656,2.2937573959766007,1.3807599033334987,2.132145656023808
2024-12-31,2.2571714348506444,1.5984427527003928,2.201868159709452,1.3674922662688989,2.1123910427694055
